0,0231161051695984
-0,832935591514992
0,264780104747087
0,623874050533421
-1,14711097620201
1,60783454354531
1,654401743462
-0,336250752125649
-0,112513749039532
1,44142386209562
0,481244036904712
-0,528383168735513
-0,254789228115355
0,515822332438585
0,112600453945265
1,31591870077166
-1,25826984831767
-0,0393439609401618
0,0913141129843133
-0,417079111406059
0,951368108048166
-1,22557053595498
-1,38230789216973
-0,787651404628541
-1,37998180883363
-0,681591683958874
0,333361200502701
0,474126706733475
-1,14597333997843
0,230010032831981
0,357214792108654
1,86432744032244
2,32565525537834
-1,32361725660525
-0,727746155888522
0,389320297101046
1,43604416718169
-1,3738296626145
0,794382097504922
0,0319777375378796
-1,18755038669413
-0,810225374897817
0,470958235430385
-1,29648037672144
-0,964781666935483
-0,903163421622778
-1,61427570035136
0,470650081891471
-0,0779805291001183
-0,343871973983938
0,783851035322102
0,663824363248443
-0,453987450808739
0,163131743254963
1,43020673770714
-0,720236828423099
-1,02041833205963
1,01276890057804
0,202276312936786
-0,272194314762769
0,289050419309514
-1,1519517473495
-1,16055781020941
-0,183902339250679
0,699986707803367
0,698404275557875
0,778141394745802
0,884269686535451
-1,214980994888
-0,794561902049848
-1,59387316573566
0,749753063184262
-1,60351074392666
-1,89185980492305
-0,205113359906389
0,0449730837867878
0,842227021694026
-0,373725622328267
1,06144492653888
-0,305964948277463
0,864801519284343
0,0230747479055343
0,7771881363117
0,62517443663265
-0,0527255302305994
-0,753760011172337
0,0566041618416228
-0,642644890661359
1,1108117563397
0,623065612742449
-1,11229722361312
-0,515317156966577
0,495631634264927
3,07313287707982
0,977069289119434
-0,548782051209683
-0,178146646439903
-0,127875889817474
0,698909561244869
0,091266831923242
-0,500466997470641
-0,0626325844522418
-1,11834578019562
1,5978805926956
-0,653271500501752
-0,0238899723441594
0,256462337928667
1,62627077117063
-0,112108041803382
-1,18507301369134
-0,87965081702914
0,526012123366181
0,774251781729446
-0,12039737592119
-0,0628791986374754
-0,960777503147928
0,0810343258582335
-0,695981662309267
-0,662543511187864
-1,27365078599668
-0,948799122546932
-2,43629461105448
1,63612580268675
-0,0315472957484672
0,565787976446586
-0,826904073032038
0,0971806118872637
-0,950649134461516
0,252888135966565
0,464075062712088
0,284248124662054
0,81713485246246
1,36753664952987
-0,666840434766125
-2,13626444577808
-1,29194092080941
0,98781125744711
1,38337047235834
-1,06757579815672
-0,826018603332288
-0,17283462584118
0,666275516986002
0,0274482247639381
1,03720699137505
-0,237192389188837
-1,28313511078864
0,818954128359794
0,03991269536392
0,181130429712027
0,227552958637164
-1,20217084871168
-0,707401258795459
-1,2045438865132
0,180620144980785
-1,13718629142031
0,26508343426628
1,58449465703121
0,139141699840266
0,809500376970262
1,54646756213598
-0,512477784672283
-0,301531201083279
2,32515556496831
-0,279915535047888
0,721666842867458
0,617867541106122
-0,44835832365419
-0,764456741954591
-0,744626481495808
1,45694183376856
1,11522300239833
-0,676934515405555
-1,03302455118016
-0,0855831783295658
0,32010143158802
1,7072155939458
2,96420621372772
1,96185424214874
0,358403557959635
-1,6037029700812
-0,272618183075768
-0,221809650432849
-0,0974942434539199
-0,0414094053393545
0,779422975254772
-0,0271802680426201
-0,484408992253275
0,626101336942679
-0,579754815778444
-2,0653009237179
0,873589428673436
-0,175000866268676
0,367076685925654
-0,308624662809585
1,36073351547895
-0,359337225050462
-1,00238474573078
0,364974766798741
2,16963345117448
0,890880756399234
-0,308400086699749
-0,855440741844229
0,0893745385827852
-0,496160162770884
-0,361630703742429
1,67371285289632
-0,831491526081196
1,07567160112218
-0,792066012665218
0,873308919786135
1,04863672442653
0,501567787732048
1,27346870332233
-0,0285273397572431
0,698546282072929
-0,376165176216297
0,0262604890924922
0,113929327102712
-2,05464847781873
-1,18510724621926
0,541119000160402
0,348362235605407
1,10354186413423
-1,37656269270166
-1,6626116065789
1,75262891881395
0,352047827733046
-1,05170483631836
0,697658461349169
-0,278811763618952
0,980646675976777
-0,262120260176748
-0,850816527592907
-1,56405551295651
0,471019113012248
-1,74826041268166
-0,286982653264715
0,0846207962679686
-0,813001498983725
0,279234113112663
0,893170702575835
0,0350085886005095
-1,78975329026139
2,15955486561448
-0,722153755138842
2,28137096369557
0,270542045718168
-0,340163720605579
-0,791890706450639
-0,555333803130444
0,0870870273320228
-1,6787232845848
0,846097026217567
-1,00093616833212
1,6675985599959
-0,896317325510565
0,233137964202079
-0,0378696859949353
0,0261539803572299
-0,697612105478995
-0,188587832982871
-1,04159138990904
0,193003736346919
0,100373959291176
-1,33422993780093
0,378280725859221
-0,844308294378344
0,457509772845804
-0,998546553536984
1,34350280725337
-0,362069077774305
-0,597940201729731
0,994888138719495
0,481302817158659
-0,174764875946804
-2,54069750238613
-0,159222514431389
0,411934984961743
1,41408025418553
-0,934740055091859
0,537442368881482
-0,211622290615143
0,920739047390304
-1,36588397585403
-1,91927291993332
0,684188407566635
-0,448857936222215
0,718710852346653
1,26217046276253
0,461848518720053
-0,665898716957697
0,984024134272412
0,361546505462867
-1,52181874397403
-2,10049839694955
0,204024092327133
-0,456745431622993
0,422585585694471
0,454710110398143
0,825928132494055
0,120744036896004
-0,173002961636843
-1,07566018034071
0,926749306046086
0,0303610714518059
1,7896326975976
-1,06276843662159
0,295490994538684
-0,319256811676335
2,5695922844147
1,55089593868618
2,23075481256427
-0,736630552697426
-1,07091612782538
0,195324414206243
-0,667769985247158
-1,27219844775361
-1,93255486630738
-0,11436303037505
0,425668671749768
0,530836914340353
-0,0953902152152493
-0,444626215680591
-0,118316560426939
0,100940837038417
0,386168855495348
-0,715586997206856
-0,718303071358558
0,699722481885268
-0,595059724403773
0,0672274184024187
0,668925800822565
-0,890509239513579
2,42439962674112
0,508271163218591
0,0548985826547627
-0,0612090959375584
1,05934339187977
1,15412425948114
0,233397448146038
-0,118525903403233
-0,185444223853395
0,670235873235936
-0,367774233735896
0,184338471369506
1,25319991944227
0,973935386279473
-0,121854018908133
0,115004881581438
-1,45097041135443
1,0904417375243
-1,15381216184676
1,03470998459504
1,21190212223303
-0,484247184314303
1,50319510106666
0,0875135443288633
-0,141335303382089
-0,0573861680883303
0,234409256583082
-1,16072519905599
0,200976341486193
-0,493777062357135
-2,64034945853724
0,396593171347524
0,515493115365934
1,36860200201591
-0,999654930382798
0,913124027517173
-0,720673564318728
-0,8381213198906
2,48561635272624
1,93945981912838
0,5800539854722
-2,621488736983
-0,640623183184089
-0,892265785071599
-1,96571647951264
-0,0871673119730006
-1,65096753985371
0,764082170781319
0,0948780734431266
-1,33146778842102
1,82741643596771
-0,890127786813998
1,55821425890833
-1,17865226045947
-0,358290253676947
-1,09418485833658
-0,553890874132539
1,48406004510418
-0,19224101456058
0,3946379360103
0,391380744291288
-0,574514403135824
-1,51881072882022
0,380303203232466
0,962565432825841
1,09034095313813
0,479832896716864
2,03094400721606
-0,295363262951706
-0,684865636688334
-0,881780256654867
0,779146884594963
1,1518561642804
1,41632360667822
-0,273901423103893
-1,11287688877857
-0,0467515953070658
-1,87627407219463
-2,05415467068617
-1,32706800345534
-1,57379154134389
0,0276072870620761
-1,2959879586709
-0,550299832448194
-0,475120586156381
0,44778715957737
-1,30313199251928
-0,214536385885226
0,793059659747928
0,98165556644485
1,69251320810945
1,03707350373842
0,438746627184008
-2,63041156482924
-0,892529359487861
-0,716945204127081
-0,55976123645072
-1,41218085643227
1,91739837033656
-0,0329043510191653
2,00077493820446
-0,781759166825248
-0,10886860006581
0,240088351826362
0,499514708996186
-1,01908885458628
-1,37383240096483
-0,490862129453846
0,52070400581182
1,02708056338399
-0,277216484453377
1,01971160267112
-0,656234094847529
0,168067726657435
1,1602574181447
-0,36015069260083
0,109257146891295
-0,953849177482942
0,0531434978173171
1,38685156924717
-0,184855438224985
0,796937923738317
-0,21895460603869
-0,111391984156927
0,245983690498023
1,97921579438162
-1,47845073900303
-0,145105225807735
-0,504164630634478
0,0422182159874404
-1,12201497912668
0,0431472574215418
-0,449225673681631
0,504376204990942
-2,04908088760215
0,847991096568132
0,683798988900584
0,905800356091894
-1,81556227843923
-1,74078550432052
-1,41336741088161
0,454031596363049
-0,00917955102638267
1,30974551224262
1,17995070530152
-2,62762276177718
-1,12527302848815
1,6844174181464
0,99121735407641
0,531862314078252
-0,183586643224721
-0,220936115393893
-0,395249360045899
-1,70446324360506
0,079569213980191
-0,0560478866959861
-0,840096020639529
0,428650623039779
-1,10307844427936
0,651801435969436
-0,130237055405539
0,180752765685149
1,68632648977297
-0,60433342354537
-0,956625279105211
0,565030156458226
0,941654091769614
-0,541908399142231
-2,35596460187321
-0,937530768539583
0,33624407203128
-0,286786419982392
0,454751635461999
0,340608835590476
2,64124013365419
-0,404914390210487
0,647418569687973
0,0582222034573461
0,83062379684597
-0,247356934553999
0,433141483990263
1,20377552090187
0,0537382618069814
0,779519871561666
1,56794089374673
0,0273705725349215
-1,91947256962063
-0,0759498839973413
0,796833927236858
-1,19526184853316
-1,22356020489771
0,902875144492548
-2,23033668380189
-0,980247213174205
1,27439072608035
-0,123922666168414
-0,54452045088429
-0,557157274279122
-0,10930345770728
0,814969587201658
-1,51552557189537
-0,80269478342641
-0,573515415871056
-0,170460028023297
-0,649084704860855
0,00267745106513673
0,419314118108589
-2,3855593723388
1,03035960065828
-0,942197040698395
1,13264304829605
0,151694449808367
0,582535945236791
0,0738578619786954
-1,55446456876263
0,364298584353712
-1,70238154589513
0,502376717448502
0,185906383424526
